opcode,meas,index,voice,loc,eloc,oloc,tick,sec,dur,rval,dots,sci_pitch,dmark,dlevel,status,d0,d1,bar,section,bpm,grace,tie,onset,pedal,dyn,even,tempo
non,64,20,1,11516,8356,5445,614,301.8349999999997,0.138494318181818,32.0,0,Db3,f,20,144,49,20,,,,,,o,,d,,
nof,64,20,1,11516,8357,,614,301.9739999999998,,,,,,,144,49,0,,,,,,,,,,
non,64,21,1,11517,8357,5446,640,301.9739999999998,0.133167613636364,32.0,0,Bb2,mf,17,144,46,17,,,,,,o,,,,
nof,64,21,1,11517,8358,,640,302.10699999999986,,,,,,,144,46,0,,,,,,,,,,
non,64,22,1,11518,8358,5447,665,302.10699999999986,0.0692471590909091,64.0,0,E4,mp,14,144,64,14,,,,,,o,,,,
nof,64,22,1,11518,8359,,665,302.1759999999998,,,,,,,144,64,0,,,,,,,,,,
non,64,23,1,11519,8359,5448,678,302.1759999999998,0.0692471590909091,64.0,0,F4,mp-,13,144,65,13,,,,,,o,,,,
nof,64,23,1,11519,8360,,678,302.24599999999975,,,,,,,144,65,0,,,,,,,,,,
non,64,24,1,11520,8360,5449,691,302.24599999999975,0.133167613636364,32.0,0,E4,p+,12,144,64,12,,,,,,o,,,,
nof,64,24,1,11520,8361,,691,302.3789999999998,,,,,,,144,64,0,,,,,,,,,,
non,64,25,1,11521,8361,5450,716,302.3789999999998,0.0852272727272727,32.0,0,Bb2,pp+,9,144,46,9,,,,,,o,,,,
nof,64,25,1,11521,8362,,716,302.4639999999998,,,,,,,144,46,0,,,,,,,,,,
non,64,26,1,11522,8362,5451,732,302.4639999999998,0.0958806818181818,32.0,0,Db4,pp-,7,144,61,7,,,,,,o,,d,,
nof,64,26,1,11522,8363,,732,302.55999999999983,,,,,,,144,61,0,,,,,,,,,,
non,64,27,1,11523,8363,5452,750,302.55999999999983,0.0958806818181818,32.0,0,Bb2,ppp,5,144,46,5,,,,,,o,,d,,
nof,64,27,1,11523,8364,,750,302.65599999999984,,,,,,,144,46,0,,,,,,,,,,
rst,64,28,1,11524,8364,,768,302.65599999999984,,,,<R>,,,176,102,0,,,,,,,,,,
bar,65,0,0,11525,8365,,0,304.0189999999999,,,,,,,,,,360,,,,,,,,,
ped,65,1,0,11526,8365,,0,304.0189999999999,,,,,,,176,64,0,,,,,,,^,,,
rst,65,2,1,11527,8365,,0,304.0189999999999,,,,<R>,,,176,102,0,,,,,,,,,,
non,65,3,3,11528,8365,,0,304.0189999999999,1.36363636363636,4.0,0,Ab2,,,,,,,,,,_,,,,,
non,65,5,1,11529,8366,5453,256,305.3829999999997,0.202414772727273,32.0,1,Ab1,pp,8,144,32,8,,,,,,o,,,,
non,65,6,3,11530,8366,,256,305.3829999999997,1.36363636363636,4.0,0,Ab2,,,,,,,,,,T,,,,,
ped,65,4,0,11531,8366,,256,305.3829999999997,,,,,,,176,64,127,,,,,,,V,,,
nof,65,5,1,11529,8367,,256,305.5849999999997,,,,,,,144,32,0,,,,,,,,,,
non,65,7,1,11532,8367,5454,294,305.5849999999997,0.202414772727273,32.0,1,C5,p-,10,144,72,10,,,,,,o,,,,
nof,65,7,1,11532,8368,,294,305.7879999999999,,,,,,,144,72,0,,,,,,,,,,
non,65,8,1,11533,8368,5455,332,305.7879999999999,0.138494318181818,32.0,0,D3,p+,12,144,50,12,,,,,,o,,,e,
nof,65,8,1,11533,8369,,332,305.9259999999998,,,,,,,144,50,0,,,,,,,,,,
non,65,9,1,11534,8369,5456,358,305.9259999999998,0.138494318181818,32.0,0,Ab2,mp,14,144,44,14,,,,,,o,,,e,
nof,65,9,1,11534,8370,,358,306.0649999999997,,,,,,,144,44,0,,,,,,,,,,
non,65,10,1,11535,8370,5457,384,306.0649999999997,0.133167613636364,32.0,0,C4,mf-,16,144,60,16,,,,,,o,,,e,
nof,65,10,1,11535,8371,,384,306.19799999999975,,,,,,,144,60,0,,,,,,,,,,
non,65,11,1,11536,8371,5458,409,306.19799999999975,0.138494318181818,32.0,0,D3,mf,17,144,50,17,,,,,,o,,,e,
nof,65,11,1,11536,8372,,409,306.3359999999999,,,,,,,144,50,0,,,,,,,,,,
non,65,12,1,11537,8372,5459,435,306.3359999999999,0.133167613636364,32.0,0,C5,f-,19,144,72,19,,,,,,o,,,e,
nof,65,12,1,11537,8373,,435,306.4699999999997,,,,,,,144,72,0,,,,,,,,,,
non,65,13,1,11538,8373,5460,460,306.4699999999997,0.207741477272727,32.0,1,E5,f,20,144,76,20,,,,,,o,,d,E,
nof,64,6,3,11502,8374,,128,306.6719999999997,,,,,,,144,44,0,,,,,,,,,,
nof,65,13,1,11538,8375,,460,306.6769999999998,,,,,,,144,76,0,,,,,,,,,,
non,65,14,1,11539,8375,5461,499,306.6769999999998,0.0692471590909091,64.0,0,D3,mf-,16,144,50,16,,,,,t,o,,,,
non,65,15,1,11540,8376,,512,306.74699999999973,0.133167613636364,32.0,0,D3,,,,,,,,,,T,,,,,
rst,65,16,3,11541,8376,,512,306.74699999999973,,,,<R>,,,176,102,0,,,,,,,,,,
nof,65,14,1,11539,8377,,499,306.87999999999977,,,,,,,144,50,0,,,,,,,,,,
non,65,17,1,11542,8377,5462,537,306.87999999999977,0.138494318181818,32.0,0,E5,p,11,144,76,11,,,,,,o,,d,,
ped,65,18,0,11543,8378,,540,306.89599999999984,,,,,,,176,64,0,,,,,,,^,,,
rst,65,19,3,11544,8378,,540,306.89599999999984,,,,<R>,,,176,102,0,,,,,,,,,,
nof,65,17,1,11542,8379,,537,307.0179999999997,,,,,,,144,76,0,,,,,,,,,,
rst,65,20,1,11545,8379,,563,307.0179999999997,,,,<R>,,,176,102,0,,,,,,,,,,
non,65,21,3,11546,8380,5463,583,307.1249999999999,0.223721590909091,32.0,1,A0,ppp,5,144,21,5,,,,,,o,,d,,
nof,65,21,3,11546,8381,,583,307.3489999999998,,,,,,,144,21,0,,,,,,,,,,
non,65,22,3,11547,8381,5464,625,307.3489999999998,0.229048295454545,32.0,1,E1,ppp+,6,144,28,6,,,,,,o,,d,,
non,65,23,1,11548,8382,5465,640,307.42799999999977,0.681818181818182,8.0,0,C4,p,11,144,60,11,,,,,,o,,D 6032,,
nof,65,22,3,11547,8383,,625,307.57799999999986,,,,,,,144,28,0,,,,,,,,,,
non,65,24,3,11549,8383,5466,668,307.57799999999986,0.229048295454545,32.0,1,Bb0,ppp+,6,144,22,6,,,,,,o,,,,
nof,65,24,3,11549,8384,,668,307.8069999999999,,,,,,,144,22,0,,,,,,,,,,
non,65,25,3,11550,8384,5467,711,307.8069999999999,0.149147727272727,32.0,0,F1,pp-,7,144,29,7,,,,,,o,,,,
nof,65,25,3,11550,8385,,711,307.9559999999998,,,,,,,144,29,0,,,,,,,,,,
non,65,26,3,11551,8385,5468,739,307.9559999999998,0.154474431818182,32.0,0,E1,pp-,7,144,28,7,,,,,,o,,,,
nof,65,23,1,11548,8386,,640,308.1099999999998,,,,,,,144,60,0,,,,,,,,,,
nof,65,26,3,11551,8386,,739,308.1099999999998,,,,,,,144,28,0,,,,,,,,,,
non,65,27,3,11552,8386,5469,768,308.1099999999998,0.223721590909091,32.0,1,Bb0,pp,8,144,22,8,,,,,,o,,,,
non,65,28,1,11553,8386,5469,768,308.1099999999998,0.340909090909091,16.0,0,A1,pp,8,144,33,8,,,,,,o,,,,
nof,65,27,3,11552,8387,,768,308.3339999999997,,,,,,,144,22,0,,,,,,,,,,
non,65,30,3,11554,8387,5470,810,308.3339999999997,0.229048295454545,32.0,1,F1,pp,8,144,29,8,,,,,,o,,,,
ped,65,29,0,11555,8387,,810,308.3339999999997,,,,,,,176,64,127,,,,,,,V,,,
nof,65,28,1,11553,8388,,768,308.4509999999999,,,,,,,144,33,0,,,,,,,,,,
non,65,31,1,11556,8388,5471,832,308.4509999999999,0.111860795454545,32.0,0,E4,ppp,5,144,64,5,,,,,,o,,,,
nof,65,30,3,11554,8389,,810,308.56299999999976,,,,,,,144,29,0,,,,,,,,,,
nof,65,31,1,11556,8389,,832,308.56299999999976,,,,,,,144,64,0,,,,,,,,,,
non,65,32,3,11557,8389,5472,853,308.56299999999976,0.229048295454545,32.0,1,Db1,pp+,9,144,25,9,,,,,,o,,,,
non,65,33,1,11558,8389,5472,853,308.56299999999976,0.111860795454545,32.0,0,D3,ppp-,4,144,50,4,,,,,,o,,,,
nof,65,33,1,11558,8390,,853,308.67499999999984,,,,,,,144,50,0,,,,,,,,,,
non,65,34,1,11559,8390,5473,874,308.67499999999984,0.1171875,32.0,0,E4,pppp,2,144,64,2,,,,,,o,,,,
nof,65,32,3,11557,8391,,853,308.7919999999998,,,,,,,144,25,0,,,,,,,,,,
nof,65,34,1,11559,8391,,874,308.7919999999998,,,,,,,144,64,0,,,,,,,,,,
non,65,35,3,11560,8391,5474,896,308.7919999999998,0.149147727272727,32.0,0,A0,p-,10,144,21,10,,,,,,o,,,,
rst,65,36,1,11561,8391,,896,308.7919999999998,,,,<R>,,,176,102,0,,,,,,,,,,
nof,65,35,3,11560,8392,,896,308.9409999999997,,,,,,,144,21,0,,,,,,,,,,
non,65,37,3,11562,8392,5475,924,308.9409999999997,0.149147727272727,32.0,0,F1,p-,10,144,29,10,,,,,,o,,,,
nof,65,37,3,11562,8393,,924,309.0899999999998,,,,,,,144,29,0,,,,,,,,,,
non,65,38,3,11563,8393,5476,952,309.0899999999998,0.229048295454545,32.0,1,E1,p-,10,144,28,10,,,,,,o,,,,
non,65,39,3,11564,8394,5477,995,309.31899999999985,0.154474431818182,32.0,0,Bb0,p,11,144,22,11,,,,,,o,,,e,
nof,65,39,3,11564,8395,,995,309.4739999999998,,,,,,,144,22,0,,,,,,,,,,
bar,66,0,0,11565,8395,,0,309.4739999999998,,,,,,,,,,361,,,,,,,,,
rst,66,1,1,11566,8395,,0,309.4739999999998,,,,<R>,,,176,102,0,,,,,,,,,,
non,66,2,3,11567,8395,5478,0,309.4739999999998,0.149147727272727,32.0,0,F1,mp,14,144,29,14,,,,,,o,,,e,
nof,66,2,3,11567,8396,,0,309.6229999999997,,,,,,,144,29,0,,,,,,,,,,
non,66,3,3,11568,8396,5479,28,309.6229999999997,0.149147727272727,32.0,0,Db1,mf-,16,144,25,16,,,,,,o,,,e,
nof,65,38,3,11563,8397,,952,309.69399999999985,,,,,,,144,28,0,,,,,,,,,,
nof,66,3,3,11568,8398,,28,309.7719999999998,,,,,,,144,25,0,,,,,,,,,,
non,66,4,3,11569,8398,5480,56,309.7719999999998,0.154474431818182,32.0,0,Bb0,mf,17,144,22,17,,,,,,o,,,e,
nof,66,4,3,11569,8399,,56,309.9269999999998,,,,,,,144,22,0,,,,,,,,,,
non,66,5,3,11570,8399,5481,85,309.9269999999998,0.0958806818181818,32.0,0,F1,f-,19,144,29,19,,,,,,o,,,E 6032,
nof,66,5,3,11570,8400,,85,310.0229999999998,,,,,,,144,29,0,,,,,,,,,,
non,66,6,3,11571,8400,5482,103,310.0229999999998,0.101207386363636,32.0,0,E1,f,20,144,28,20,,,,,,o,,,,
nof,66,6,3,11571,8401,,103,310.1239999999997,,,,,,,144,28,0,,,,,,,,,,
non,66,7,3,11572,8401,5483,122,310.1239999999997,0.106534090909091,32.0,0,Db1,f+,21,144,25,21,,,,,,o,,,,
nof,66,7,3,11572,8402,,122,310.2299999999999,,,,,,,144,25,0,,,,,,,,,,
non,66,8,3,11573,8402,5484,142,310.2299999999999,0.0958806818181818,32.0,0,Bb0,ff,22,144,22,22,,,,,,o,,,,
nof,66,8,3,11573,8403,,142,310.3259999999999,,,,,,,144,22,0,,,,,,,,,,
non,66,9,3,11574,8403,5485,160,310.3259999999999,0.207741477272727,16.0,0,A0,ff,22,144,21,22,,,,,,o,,,,
nof,66,9,3,11574,8404,,160,310.53399999999976,,,,,,,144,21,0,,,,,,,,,,
non,66,10,3,11575,8404,5486,199,310.53399999999976,0.149147727272727,32.0,0,A1,f-,19,144,33,19,,,,,,o,,,,
nof,66,10,3,11575,8405,,199,310.6829999999999,,,,,,,144,33,0,,,,,,,,,,
non,66,11,3,11576,8405,5487,227,310.6829999999999,0.154474431818182,32.0,0,E3,mf-,16,144,52,16,,,,,,o,,,,
nof,66,11,3,11576,8406,,227,310.8369999999999,,,,,,,144,52,0,,,,,,,,,,
non,66,12,3,11577,8406,5488,256,310.8369999999999,0.149147727272727,32.0,0,Bb2,mp,14,144,46,14,,,,,,o,,,,
nof,66,12,3,11577,8407,,256,310.98699999999974,,,,,,,144,46,0,,,,,,,,,,
non,66,13,3,11578,8407,5489,284,310.98699999999974,0.0958806818181818,32.0,0,F5,p,11,144,77,11,,,,,,o,,,,
nof,66,13,3,11578,8408,,284,311.08299999999974,,,,,,,144,77,0,,,,,,,,,,
non,66,14,3,11579,8408,5490,302,311.08299999999974,0.101207386363636,32.0,0,E4,p-,10,144,64,10,,,,,,o,,,,
nof,66,14,3,11579,8409,,302,311.18399999999986,,,,,,,144,64,0,,,,,,,,,,
ped,66,15,0,11580,8409,,321,311.18399999999986,,,,,,,176,64,0,,,,,,,^,,,
non,66,16,3,11581,8409,5491,321,311.18399999999986,0.106534090909091,32.0,0,C#4,pp,8,144,61,8,,,,,,o,,,,
nof,66,16,3,11581,8410,,321,311.28999999999985,,,,,,,144,61,0,,,,,,,,,,
rst,66,17,3,11582,8410,,341,311.28999999999985,,,,<R>,,,176,102,0,,,,,,,,,,
sec,66,18,0,11583,8410,,341,311.28999999999985,,,,,,,,,,,6032,,,,,,,,
non,66,20,1,11584,8411,5492,384,311.5189999999999,0.340909090909091,16.0,0,A0,pp,8,144,21,8,,,,,,o,,,,
ped,66,19,0,11585,8411,,384,311.5189999999999,,,,,,,176,64,127,,,,,,,V,,,
nof,66,20,1,11584,8412,,384,311.8599999999998,,,,,,,144,21,0,,,,,,,,,,
non,66,21,1,11586,8412,5493,448,311.8599999999998,0.340909090909091,16.0,0,D2,pp,8,144,38,8,,,,,,o,,,,
nof,66,21,1,11586,8413,,448,312.2009999999999,,,,,,,144,38,0,,,,,,,,,,
rst,66,22,1,11587,8413,,512,312.2009999999999,,,,<R>,,,176,102,0,,,,,,,,,,
rst,66,23,3,11588,8413,,512,312.2009999999999,,,,<R>,,,176,102,0,,,,,,,,,,
rst,66,24,1,11589,8414,,768,313.5649999999997,,,,<R>,,,176,102,0,,,,,,,,,,
non,66,25,3,11590,8414,5494,768,313.5649999999997,0.170454545454545,32.0,0,Ab1,mf,17,144,32,17,,,,,,o,,,,
nof,66,25,3,11590,8415,,768,313.7349999999998,,,,,,,144,32,0,,,,,,,,,,
non,66,26,3,11591,8415,5495,800,313.7349999999998,0.170454545454545,32.0,0,C3,f-,19,144,48,19,,,,,,o,,,,
nof,66,26,3,11591,8416,,800,313.90599999999984,,,,,,,144,48,0,,,,,,,,,,
non,66,27,3,11592,8416,5496,832,313.90599999999984,0.111860795454545,32.0,0,Ab1,f,20,144,32,20,,,,,,o,,,,
nof,66,27,3,11592,8417,,832,314.0179999999997,,,,,,,144,32,0,,,,,,,,,,
non,66,28,3,11593,8417,5497,853,314.0179999999997,0.111860795454545,32.0,0,C3,ff,22,144,48,22,,,,,,o,,,,
non,66,29,3,11594,8418,5498,874,314.1289999999998,0.1171875,32.0,0,E3,ff+,23,144,52,23,,,,,,o,,,,
nof,66,29,3,11594,8419,,874,314.24699999999973,,,,,,,144,52,0,,,,,,,,,,
non,66,30,3,11595,8419,5499,896,314.24699999999973,0.0745738636363637,64.0,0,Ab1,fff,24,144,32,24,,,,,,o,,,,
nof,66,30,3,11595,8420,,896,314.3209999999998,,,,,,,144,32,0,,,,,,,,,,
non,66,31,3,11596,8420,5500,910,314.3209999999998,0.0745738636363637,64.0,0,A0,fff,24,144,21,24,,,,,,o,,,,
nof,66,31,3,11596,8421,,910,314.39599999999984,,,,,,,144,21,0,,,,,,,,,,
non,66,32,3,11597,8421,5501,924,314.39599999999984,0.0745738636363637,64.0,0,D2,ff,22,144,38,22,,,,,,o,,,,
nof,66,32,3,11597,8422,,924,314.4699999999997,,,,,,,144,38,0,,,,,,,,,,
non,66,33,3,11598,8422,5502,938,314.4699999999997,0.229048295454545,32.0,1,Ab1,f,20,144,32,20,,,,,,o,,,,
nof,66,28,3,11593,8423,,853,314.5039999999998,,,,,,,144,48,0,,,,,,,,,,
nof,66,33,3,11598,8424,,938,314.6989999999997,,,,,,,144,32,0,,,,,,,,,,
non,66,34,3,11599,8424,5503,981,314.6989999999997,0.0745738636363637,64.0,0,C3,mp-,13,144,48,13,,,,,,o,,,,
nof,66,34,3,11599,8425,,981,314.7739999999998,,,,,,,144,48,0,,,,,,,,,,
non,66,35,3,11600,8425,5504,995,314.7739999999998,0.154474431818182,32.0,0,E3,p,11,144,52,11,,,,,t,o,,d,,
bar,67,0,0,11601,8426,,0,314.92799999999977,,,,,,,,,,362,,,,,,,,,
rst,67,1,1,11602,8426,,0,314.92799999999977,,,,<R>,,,176,102,0,,,,,,,,,,
rst,67,2,2,11603,8426,,0,314.92799999999977,,,,<R>,,,176,102,0,,,,,,,,,,
non,67,3,3,11604,8426,,0,314.92799999999977,2.04545454545455,4.0,1,E3,,,,,,,,,,_,,,,,
rst,67,4,4,11605,8426,,0,314.92799999999977,,,,<R>,,,176,102,0,,,,,,,,,,
ped,67,5,0,11606,8427,,384,316.9739999999998,,,,,,,176,64,0,,,,,,,^,,,
non,67,6,3,11607,8427,,384,316.9739999999998,0.681818181818182,8.0,0,E3,,,,,,,,,,_,,,,,
non,67,11,4,11608,8428,5505,,317.65599999999984,0.05,8.0,0,D5,pp,8,144,74,8,,,,g,,o,,d,,
nof,67,11,4,11608,8429,,,317.7059999999998,,,,,,,144,74,0,,,,,,,,,,
non,67,8,1,11609,8430,5506,512,317.7309999999999,0.298295454545455,16.0,0,C#7,ppp,5,144,97,5,,,,,,o,,d,,
non,67,9,2,11610,8430,5506,512,317.7309999999999,0.111860795454545,32.0,0,E5,ppp,5,144,76,5,,,,,,o,,d,e,
non,67,10,3,11611,8430,,512,317.7309999999999,2.72727272727273,2.0,0,E3,,,,,,,,,,T,,,,,
non,67,12,4,11612,8430,5506,512,317.7309999999999,2.72727272727273,2.0,0,E4,pp,8,144,64,8,,,,,,o,,d,,
ped,67,7,0,11613,8430,,512,317.7309999999999,,,,,,,176,64,127,,,,,,,V,,,
nof,67,9,2,11610,8431,,512,317.84299999999973,,,,,,,144,76,0,,,,,,,,,,
non,67,13,2,11614,8431,5507,533,317.84299999999973,0.111860795454545,32.0,0,F#4,ppp+,6,144,66,6,,,,,,o,,,e,
nof,67,13,2,11614,8432,,533,317.95399999999984,,,,,,,144,66,0,,,,,,,,,,
non,67,14,2,11615,8432,5508,554,317.95399999999984,0.1171875,32.0,0,B5,pp-,7,144,83,7,,,,,,o,,,e,
non,67,15,1,11616,8433,5509,568,318.0289999999999,0.303622159090909,16.0,0,F#5,pp,8,144,78,8,,,,,,o,,,,
nof,67,8,1,11609,8434,,512,318.0289999999999,,,,,,,144,97,0,,,,,,,,,,
nof,67,14,2,11615,8435,,554,318.0719999999998,,,,,,,144,83,0,,,,,,,,,,
non,67,16,2,11617,8435,5510,576,318.0719999999998,0.111860795454545,32.0,0,D6,pp,8,144,86,8,,,,,,o,,,e,
nof,67,16,2,11617,8436,,576,318.1829999999999,,,,,,,144,86,0,,,,,,,,,,
non,67,17,2,11618,8436,5511,597,318.1829999999999,0.111860795454545,32.0,0,B5,p-,10,144,83,10,,,,,,o,,,e,
nof,67,17,2,11618,8437,,597,318.29499999999973,,,,,,,144,83,0,,,,,,,,,,
non,67,18,2,11619,8437,5512,618,318.29499999999973,0.1171875,32.0,0,A#3,p,11,144,58,11,,,,,,o,,,e,
nof,67,15,1,11616,8438,,568,318.33299999999974,,,,,,,144,78,0,,,,,,,,,,
non,67,19,1,11620,8438,5513,625,318.33299999999974,0.303622159090909,16.0,0,C#7,p,11,144,97,11,,,,,,o,,,,
nof,67,18,2,11619,8439,,618,318.4119999999997,,,,,,,144,58,0,,,,,,,,,,
non,67,20,2,11621,8439,5514,640,318.4119999999997,0.681818181818182,8.0,1,B5,p+,12,144,83,12,,,,,,o,,,E,
non,67,21,1,11622,8440,5515,682,318.63599999999985,0.458096590909091,16.0,1,F#5,mp,14,144,78,14,,,,,t,o,,,,
nof,67,19,1,11620,8441,,625,318.63599999999985,,,,,,,144,97,0,,,,,,,,,,
non,67,22,1,11623,8442,,768,319.0939999999997,0.452769886363636,8.0,0,F#5,,,,,,,,,,T,,,,,
rst,67,23,2,11624,8442,,768,319.0939999999997,,,,<R>,,,176,102,0,,,,,,,,,,
nof,67,20,2,11621,8443,,640,319.0939999999997,,,,,,,144,83,0,,,,,,,,,,
nof,67,21,1,11622,8444,,682,319.5469999999997,,,,,,,144,78,0,,,,,,,,,,
non,67,24,1,11625,8444,5516,853,319.5469999999997,0.910866477272727,4.0,0,B7,ppp,5,144,107,5,,,,,,o,,,,
nof,66,35,3,11600,8445,,995,320.45799999999974,,,,,,,144,52,0,,,,,,,,,,
nof,67,24,1,11625,8445,,853,320.45799999999974,,,,,,,144,107,0,,,,,,,,,,
bar,68,0,0,11626,8445,,0,320.45799999999974,,,,,,,,,,363,,,,,,,,,
non,68,1,1,11627,8445,5517,0,320.45799999999974,0.452769886363636,8.0,0,A5,ppp,5,144,81,5,,,,,,o,,,,
rst,68,2,3,11628,8445,,0,320.45799999999974,,,,<R>,,,176,102,0,,,,,,,,,,
rst,68,3,4,11629,8445,,0,320.45799999999974,,,,<R>,,,176,102,0,,,,,,,,,,
nof,67,12,4,11612,8446,,512,320.45799999999974,,,,,,,144,64,0,,,,,,,,,,
nof,68,1,1,11627,8447,,0,320.9109999999997,,,,,,,144,81,0,,,,,,,,,,
non,68,4,1,11630,8447,5518,85,320.9109999999997,0.910866477272727,4.0,0,F6,ppp,5,144,89,5,,,,,t,o,,,,
non,68,5,1,11631,8448,,256,321.8219999999998,1.36363636363636,4.0,0,F6,,,,,,,,,,T,,,,,
nof,68,4,1,11630,8449,,85,323.18499999999983,,,,,,,144,89,0,,,,,,,,,,
non,68,6,1,11632,8449,5519,512,323.18499999999983,0.0852272727272727,64.0,0,C8,ppp,5,144,108,5,,,,,,o,,d,e,
non,68,7,3,11633,8449,5519,512,323.18499999999983,0.271661931818182,16.0,0,F7,ppp,5,144,101,5,,,,,,o,,D,,
non,68,8,4,11634,8449,5519,512,323.18499999999983,2.04545454545455,4.0,1,G3,f,20,144,55,20,,,,,,o,,D,,
non,68,9,4,11635,8449,5519,512,323.18499999999983,1.36363636363636,4.0,1,C#4,pp,8,144,61,8,,,,,,o,,D,,
non,68,10,4,11636,8449,5519,512,323.18499999999983,1.36363636363636,4.0,1,B4,pp,8,144,71,8,,,,,,o,,D,,
nof,68,6,1,11632,8450,,512,323.26999999999987,,,,,,,144,108,0,,,,,,,,,,
non,68,11,1,11637,8450,5520,528,323.26999999999987,0.0852272727272727,64.0,0,F#7,ppp,5,144,102,5,,,,,,o,,d,e,
nof,68,11,1,11637,8451,,528,323.3559999999999,,,,,,,144,102,0,,,,,,,,,,
non,68,12,1,11638,8451,5521,544,323.3559999999999,0.0852272727272727,64.0,0,D#7,ppp,5,144,99,5,,,,,,o,,d,e,
nof,68,12,1,11638,8452,,544,323.4409999999997,,,,,,,144,99,0,,,,,,,,,,
non,68,13,1,11639,8452,5522,560,323.4409999999997,0.0852272727272727,64.0,0,F#7,ppp,5,144,102,5,,,,,,o,,d,e,
non,68,14,3,11640,8453,5523,563,323.45699999999977,0.133167613636364,32.0,0,C#6,ppp,5,144,85,5,,,,,,o,,D,,
nof,68,7,3,11633,8454,,512,323.45699999999977,,,,,,,144,101,0,,,,,,,,,,
nof,68,13,1,11639,8455,,560,323.5259999999997,,,,,,,144,102,0,,,,,,,,,,
non,68,15,1,11641,8455,5524,576,323.5259999999997,0.255681818181818,32.0,1,B7,ppp,5,144,107,5,,,,,,o,,d,E,
nof,68,14,3,11640,8456,,563,323.5899999999998,,,,,,,144,85,0,,,,,,,,,,
non,68,16,3,11642,8457,5525,588,323.5899999999998,0.138494318181818,32.0,0,A5,ppp,5,144,81,5,,,,,,o,,D 6033,,
nof,68,16,3,11642,8458,,588,323.7289999999997,,,,,,,144,81,0,,,,,,,,,,
non,68,17,3,11643,8458,5526,614,323.7289999999997,0.0852272727272727,32.0,0,D6,ppp,5,144,86,5,,,,,,o,,,e,
nof,68,15,1,11641,8459,,576,323.7819999999998,,,,,,,144,107,0,,,,,,,,,,
non,68,18,1,11644,8459,5527,624,323.7819999999998,0.0852272727272727,64.0,0,G7,ppp,5,144,103,5,,,,,,o,,,,
nof,68,17,3,11643,8460,,614,323.81399999999974,,,,,,,144,86,0,,,,,,,,,,
non,68,19,3,11645,8460,5528,630,323.81399999999974,0.0958806818181818,32.0,0,C#6,ppp,5,144,85,5,,,,,,o,,,e,
nof,68,18,1,11644,8461,,624,323.86699999999985,,,,,,,144,103,0,,,,,,,,,,
rst,68,20,1,11646,8461,,640,323.86699999999985,,,,<R>,,,176,102,0,,,,,,,,,,
nof,68,19,3,11645,8462,,630,323.90999999999974,,,,,,,144,85,0,,,,,,,,,,
non,68,21,3,11647,8462,5529,648,323.90999999999974,0.0905539772727273,32.0,0,A4,ppp,5,144,69,5,,,,,,o,,,e,
nof,68,21,3,11647,8463,,648,323.9999999999999,,,,,,,144,69,0,,,,,,,,,,
non,68,22,3,11648,8463,5530,665,323.9999999999999,0.138494318181818,32.0,0,D6,ppp,5,144,86,5,,,,,,o,,,E,
nof,68,22,3,11648,8464,,665,324.1389999999998,,,,,,,144,86,0,,,,,,,,,,
non,68,23,3,11649,8464,5531,691,324.1389999999998,0.41015625,16.0,1,G#7,ppp,5,144,104,5,,,,,,o,,,,
nof,68,9,4,11635,8465,,512,324.54899999999986,,,,,,,144,61,0,,,,,,,,,,
nof,68,10,4,11636,8465,,512,324.54899999999986,,,,,,,144,71,0,,,,,,,,,,
nof,68,23,3,11649,8465,,691,324.54899999999986,,,,,,,144,104,0,,,,,,,,,,
rst,68,24,1,11650,8465,,768,324.54899999999986,,,,<R>,,,176,102,0,,,,,,,,,,
rst,68,25,3,11651,8465,,768,324.54899999999986,,,,<R>,,,176,102,0,,,,,,,,,,
nof,68,8,4,11634,8466,,512,325.2309999999999,,,,,,,144,55,0,,,,,,,,,,
non,68,26,3,11652,8466,5532,896,325.2309999999999,0.271661931818182,16.0,0,G#1,p,11,144,32,11,,,,,,o,,,,
non,68,27,4,11653,8466,5532,896,325.2309999999999,0.681818181818182,8.0,0,B4,ppp,5,144,71,5,,,,,,o,,,,
nof,68,26,3,11652,8467,,896,325.50199999999984,,,,,,,144,32,0,,,,,,,,,,
non,68,28,3,11654,8467,5533,947,325.50199999999984,0.133167613636364,32.0,0,G2,pp,8,144,43,8,,,,,,o,,,,
nof,68,28,3,11654,8468,,947,325.63599999999985,,,,,,,144,43,0,,,,,,,,,,
non,68,29,3,11655,8468,5534,972,325.63599999999985,0.276988636363636,16.0,0,G#1,ppp,5,144,32,5,,,,,,o,,,,
ped,68,30,0,11656,8469,,984,325.6529999999999,,,,,,,176,64,0,,,,,,,^,,,
nof,68,27,4,11653,8470,,896,325.9119999999997,,,,,,,144,71,0,,,,,,,,,,
nof,68,29,3,11655,8470,,972,325.9119999999997,,,,,,,144,32,0,,,,,,,,,,
bar,69,0,0,11657,8470,,0,325.9119999999997,,,,,,,,,,364,,,,,,,,,
rst,69,1,1,11658,8470,,0,325.9119999999997,,,,<R>,,,176,102,0,,,,,,,,,,
rst,69,2,3,11659,8470,,0,325.9119999999997,,,,<R>,,,176,102,0,,,,,,,,,,
non,69,3,4,11660,8470,5535,,325.9119999999997,0.05,8.0,0,C#3,pppp,2,144,49,2,,,,g,,o,,,,
